Phase Field,Target
Fe Mg,0
Mg Rb,0
Mg Nb,0
Mg Mo,0
Mg Tc,0
Cs Mg,0
Hf Mg,0
Mg Ta,0
Mg W,0
Mg Re,0
Mg Os,0
Ag Rh,0
Nb Y,0
Pd Ru,0
Bi Ru Ta,0
Rh Sn Ta,0
Pb Rh Ta,0
Co Ga Sb V,0
Al Cr Hf Os,0
Cu Sn Zn,0
Al Co Mn V,0
Er Ni Tb,1
Ge Hf Ta,0
Fe Ge Sn Tb,1
Ca Ir,1
Al Ce Pd Y,1
Co Dy Fe Nd Ti,0
Au Gd Sb,0
Au Sb Tb,0
Au Dy Sb,0
Au Ho Sb,0
Au Er Sb,0
Au Bi Tb,0
Au Bi Dy,0
Au Bi Ho,0
Au Bi Er,0
Al Cr Gd,0
Ce Ga Sn,0
Hg Pb,0
Co Er Sn,1
Lu Pd Sc,0
Cu In Sr,0
Bi Sn Sr,0
Au Ce Zn,0
Ir Mg Pr,0
Al Fe Ge,0
Ir La Sn,0
Ir Lu Sn,0
Ir Mn Sb,0
Ir Nd Sn,0
Ir Os Sn,0
Ir Os Zr,0
Ir Pr Sn,0
Ir Pt U,1
Ir Pt Zr,0
Ir Sb U,0
Ir Sm Sn,0
Ir Sn Sr,0
Ir Sn Tm,0
Ir Sn U,0
Ir Sr,1
Al Cr Mn Nb,0
Al Cr Mn Ta,0
Al Mn Ti V,0
Al Cr Hf Ru,0
Al Cr Ni Sc,0
Cr Ga Ni Sc,0
Al Co Ti Zr,0
Cu Ta,0
Al Co Cr La,0
Co Cr Ga La,0
Bi Sm,0
Li Mg Pd Sb,0
Li Mg Pt Sb,0
Co Fe Sb,0
Ga La Ru,0
Ba Pb Sn,1
Pb Sn Sr,1
Au Eu In Sr,0
Co La Ti,0
Co La V,0
Ge Sm Zn,0
Al La Mg Ni,1
Eu Ga Mn,0
Au Ge,0
In Sn Tl,0
Al Cu Ta,1
Al Sb Yb,0
Al Sb Sr Yb,0
Er Ga Os,0
Ga Os Tm,0
Ba Hg Tl,0
Ce Ge Sb,0
Co Er V,1
Mg Ni Tb,1
Cs Pt,0
Ga La Mg,0
Ga Mg Pr,1
Bi Rb Sb,0
Au Ge Rb,0
Cd Gd Ru,0
Ge Lu Pt,0
Cs Rb Sn,0
Ge Pr Sb,0
Ge Nd Sb,0
Ca Eu Ni Zn,0
La Pb Sb,0
La Pd Sn,0
La Ru Sb,0
La Sb Sn,0
La Sb Y,0
La Tl Zn,0
Li Lu Sn,0
Li Mn Sb,0
Co Cr Ge Y,0
Co Cr Ga Y,0
Al Co Cr Y,0
Bi Pt Y,0
Bi Gd Pt Y,0
Au Gd Pb Y,0
Lu Sb,0
Co Ge V,0
Co In V,0
Co Eu,1
Ca In Sb,0
In Sb Sr,0
Cu Sb Yb,0
Ce In Ru,0
Al Gd V,0
Co Gd Sb,0
Al Ca Sr,1
Co Ga Mg,0
Au Sb U,0
Cd Pd Pr,0
Cd Pd Sm,0
Cd Dy Pd,0
Al Nb Sn,0
Nd Th,0
Pr Th,0
In Mn Sn Y,1
Li Sn V,0
Ca Mn Pb,0
Ca Fe Pb,0
Ca Cu Pb,0
Mn Pr Sn,1
Bi Co Tm,0
Ni Sb Zn,0
Er V,0
Cu Ga Li Mg,0
Na Sn Zn,0
K Na Sn Zn,0
Co Eu In,0
Co In K,0
In K Ni,0
Al Au Ca Ti,0
Al Au Sr Ti,0
Al Au Ti Yb,0
Ca In Li,0
Ge Na Sr,0
Bi Zr,0
Eu Ge Li,0
Ce Rh Zn,0
Pr Rh Zn,0
Nd Rh Zn,0
Cd Nd Rh,0
Cd La Ru,0
Cd La Pt,0
Al Gd Mg Ni,1
Al Co Ge Nd,0
K Na,1
La Li Sn,0
La Mn Sn,0
La Nd Os,1
La Os Sb,0
Al Cr Pt,0
Cr Ga Pt,0
Cr Ge Pt,0
Cr In Pt,0
Al Fe Pt,0
Fe Ga Pt,0
Fe Ge Pt,0
Fe In Pt,0
Fe Pt Sn,0
Ge Mn Pt,0
In Mn Pt,0
Ge Sn,1
Lu Ni Sb,0
Lu Pd Sb,0
Cd Ge Yb,1
Bi Sb,0
Hf Os Sn,0
Ru Sn Zr,0
Co Ge Ta,1
Li Mo,0
Bi Co Cr Sc,0
Co Nd Sm Y,1
Co Nd Sm Tb Y,1
Co Nb Re,1
La Mg Zn,0
Li Pr Sb,0
Li Nd Sb,0
Cu Ir Rh Sb,0
Al Bi Ca,0
Ca Ga Sb,0
La Sb Zn,0
Cr Nb V,1
Gd Ge La,0
Ce Rh Sb,0
Al Fe Nd Ti,0
Al Ru Ti,0
Os Sb Sm,0
Nd Os Sb,0
Ga Mg Y,1
Nb Ta Ti,0
Al Dy Er,1
Al Dy Ho,1
Al Dy Tb,1
Al Dy Pr,1
Dy In Ir,0
In Ir Sm,0
Ho In Ir,0
Gd In Ir,0
Ag Ba Bi,0
Au Ba Sb,0
Co Mg Sm,0
Ni Tb Zn,0
In Pr Zn,0
In Pt Th,0
In Pt U,0
In Sb Zr,0
In Sm Zn,0
In Yb Zn,0
Co Mn,1
Al Cr Fe Ni V,0
Co Cr Fe Ga,0
Co Ga Hf V,0
Al Co Ti V,0
Cr Ge Zn,0
Cr Sn Zn,0
Cr Fe Ga Hf,0
Al Cr Fe Ti,0
Al Cr Mn V,0
Co In V Zr,0
Cr Fe Ga Zr,0
Cr Fe In Zr,0
Fe Ge V Zr,0
Co Fe Hf Sb,0
Co Fe Ge Nb,0
Co Fe Ge Ta,0
Co Fe Sn Ta,0
Al Co Cr Os,0
Co Nb Os Sn,0
Co Ge Os Ta,0
Co Os Sn Ta,0
Co Os Sb Ti,0
Co Os Sb Zr,0
Al Co Cr Ru,0
Co Ru Sn Ta,0
Co Ru Sb Ti,0
Al Co Hf V,0
Co Ge Sc V,0
Co Sc Sn V,0
Co Ge V Y,0
Co Sn V Y,0
Al Co V Zr,0
Al Cr Fe Hf,0
Cr Fe Sc Sn,0
Al Cr Fe Zr,0
Fe Ge Hf V,0
Fe Hf Sn V,0
Al Fe Nb V,0
Al Fe Ta V,0
Al Co Ir Nb,0
Co Ga Ir Nb,0
Co In Ir Nb,0
Al Co Ir Ta,0
Co Ga Ir Ta,0
Co In Ir Ta,0
Co Ir Pb Ti,0
Co Ir Sn Ti,0
Fe Ir Sn Ta,0
Fe Ir Sb Ti,0
Ir Sn Ti Zr,0
Al Hf Ir V,0
Ge Ir Sc V,0
Ir Sc Sn V,0
Ir Sn V Y,0
Cr Ge Mn Zr,0
Cr Mn Sn Zr,0
Al Cr Mn Ni,0
Al Fe Mn Ni,0
Al Cr Ni Re,0
Al Cr Os Zr,0
Al Pt Sc V,0
Al Pt V Y,0
Ga Pt V Y,0
Fe Rh Sb Ti,0
Al Hf Rh V,0
Ge Rh Sc V,0
Rh Sc Sn V,0
Ge Rh V Y,0
Al Cr Ru Zr,0
Ag Rb Sb,0
Co Fe Sb V,0
Al Fe Hf V,0
Al Fe Ti V,0
Cu Ge Mn U,0
Ce Sb Ti,0
Pr Sb Ti,0
Nd Sb Ti,0
In Pd Sn Yb,0
Ir Sc Sn,0
Ce Li Sb,0
Lu Pt Sb,0
Sb U Y,0
Ag Bi Sr,0
Au Sb Yb,0
Al Cr Cu,0
Er Ge Li,1
Dy Zr,0
Co Dy Ge In,0
Co Ge Ho In,0
Co Ge In Yb,0
Cr Sb Yb,0
La Mg Pd,0
La Sb V,0
Ce Sb V,0
Pr Sb V,0
Nd Sb V,0
Sb Sm V,0
Gd Sb V,0
Sb Tb V,0
Dy Sb V,0
Al Cu Nb,1
Ag Au Sb,0
Cd Hf,0
Al Er V,0
Ag Ca Ge Mg,0
Ag Cu Sr,1
Ca Sr Zn,0
Ba Sr Zn,0
Cd Sr Zn,0
Ag Ca Zn,0
Ca Ga Zn,0
Ca Hg In,0
Au Ca Ga,0
Ag Ca Cd,0
Ga Nb Zn,0
Ga Ta Zn,0
Ba Li Na,0
Ce Mg Zn,0
Cs K Rb,1
Cs Rb,1
Ag Sn Y,1
Cd Co Dy,0
Cd Co Ho,0
Cd Rh Tb,0
Cd Dy Rh,0
Cd Ho Rh,0
Cd Ce Ru,0
Hg Li Sr,0
Eu Ni Sn,0
Ba Co Ge,0
Al Pd Zn,0
K Mg Sn,0
Li Pt Sb,0
Li Sn Tb,0
Lu Pt Sn,0
Lu Re,1
Lu Rh Sn,0
Lu Tc,1
Mg Ni Pd,0
Mg Pb Sr,0
Mn Mo,0
Ga La Sb,0
Ce Ga Rh,1
Gd La Sb Sn,0
Gd La Li Sb Sn,0
Gd La Na Sb Sn,0
Gd La Mg Sb Sn,0
In Ir Sb,0
Ni Sc Sn Zr,0
Bi Pb Pd Pt,1
Er Ga Mn Sn,1
Ag Ce Sb,0
Ga Mg Yb,0
Ga Li Y,0
Ag Ga Ti,1
Cm Ru,1
Cr Ge Pr,0
Cr Ge Nd,0
Cr Ge Sm,0
Hg Sb Zn,0
Al Ca Ga,1
Al Ca Sn,0
Al Ca Pb,0
Ca Ga Pb,0
Al Sn Sr,0
Ga Sn Sr,0
Ga Pb Sr,0
In Pb Sr,0
Co Sb Tb,0
Co Dy Sb,0
Co Ho Sb,0
Co Er Sb,0
Ge Sc Tb,0
Bi Ho Mn,0
Bi Er Ho Mn,0
Mg Sb Sr,0
Bi Fe,0
Ge In Ir Sr,0
Al Ce V,0
Au Ge Yb,0
Ga Hf Pd Pt,0
Al Eu Ge,0
Al Ge Pr,0
Ag Al Ge Pr,0
Ru Sb Zn,1
Nb Sn Tb,1
Bi Ce Ge,0
Ru Sn Zn,1
Pt Sn Y,0
Au Pt Sr,0
Cd Cu Nd,0
Cd La Pb,0
Cd Ce Sn,0
Cd Ce Pb,0
Bi Cd Ce,0
Cd Pr Sn,0
Cd Pb Pr,0
Cd Nd Sn,0
Cd Nd Pb,0
Cu Ru Sb,0
Cd Gd Pb,0
Mn Nd Zr,1
Mn Ni U,0
Mn Ni Y,1
Mn Pr Tm,0
Mn Rb Sb,0
Mn Re,0
Mn Sb Sr,0
Mn Sb Ti Zn,0
Mn Sc,1
Mn Sm,1
Eu Sn,1
Pm Sn,1
Sm Sn,1
Sn Tm,1
Co Mn Sb Ti,0
Cr Ge Ir,0
Au Cu Pr,1
Al Ce Ir,0
Al Dy Tm,1
Au In Pd,0
Co Sb Yb,0
Co Ge Mn V,0
Cd Mg Yb,1
Ce Ru Sn Zn,0
Ag Ga Hf,1
Al Rh Ti,0
Al Os Ti,0
Al Pt Ti,1
Lu Mo Sb,0
Cd Na Tl,0
Ag Al Gd,1
Al Ge Th,0
Ga Ge Th,0
Cd Cu Er,1
Ge Li Zr,0
Li Pb Zr,0
Co Fe Hf Ta,1
Co Hf Ta,1
La Pb Pd,0
Ce Pb Pd,0
Pb Pd Pr,0
Pb Pd Sm,0
Gd Pb Pd,0
Pb Pd Tb,0
Dy Pb Pd,0
Ho Pb Pd,0
Er Pb Pd,0
Pb Pd Tm,0
Lu Pb Pd,0
Au Cu Ni Pt Sn,0
Bi Er Mn,0
Pt Yb Zn,0
Au Yb Zn,0
Ge Sn Tm,0
Fe Ru Sm,1
Co Ru Sm,1
Al Lu Ru,0
Al Lu Rh,0
Al Ho Pd,0
Al Lu Pd,0
Al Ir Y,0
Al Ir Lu,0
Al Lu Pt,0
Al Ca Sb Yb,0
Au Ge In Yb,0
Bi Ce Zn,0
Bi Pr Zn,0
Sb Sn Zr,0
In Sb Yb,0
K Mg Pb,0
Cd Cu Pr,0
Fe Sb Zn,0
Ba Sn Sr,1
Gd In Ru,0
Ir Sb Y,0
Ag Cu Ga In,1
Mn Tc,0
Mn Th Y,0
Mn Yb,1
Mo Nb Ni,1
Mo Ni Ta,1
Mo Ni Ti,0
Al Ba Ga Ge,0
La Li Sb,0
Ba Ga Pt,0
Ho In Mg,1
In Mg Tm,1
Co La Sb,0
La Mn Sb,0
Fe Ge Mn Nd,0
Ni Pd Ti,0
Ca Co Sb,0
Al Ho Rh,0
Al Er Ir,0
Al Ce Ni U,0
Gd Ge Sn,0
Ge Sn Tb,0
Dy Ge Sn,0
Ge Ho Sn,0
Er Ge Sn,0
Ge Sn Y,0
Eu Mg Tl,0
Co Y Zn,0
Co Fe Sm,1
Al Dy Gd,1
Al Er Gd,1
Al Fe Gd,1
Ga Sb Y,0
Ag Ca Ce Sb,0
Al Np V,0
Al Pu V,0
Au Bi Na,0
Hg Na Pb,0
Au Cd Na,0
Bi Ca Mg,0
Ba Bi Na,0
Ge Li Sr,0
Cd La Ni,0
Cu Mg Tb,1
Ge In Nd Ni,0
Ge In Ni Sm,0
Al Cr Zn,0
Ir Sb Yb,0
Ni Sr,0
Co Sn Zn,0
Bi Sr Zn,0
Bi Eu Zn,0
Mg Ru Sm,0
Mg Sc Zn,1
Er Pt Zn,0
Ho Pt Zn,0
Gd Pt Zn,0
Nd Ru Sn,0
Ir La Sb,0
Ce Ir Sb,0
Ir Pr Sb,0
Ir Nd Sb,0
Gd Ge Zr,0
Tc Y,1
Ca Cd Cu,0
Ge Mg Nd,0
Ge La Sn,0
Ba Ni,0
Cd Cu Eu,1
Al Au Na,0
Mo Re Ru,0
Mo Ru Ta,0
Mo Ru W,0
Mo Ru Zr,0
Cr Ir Sb,0
Cr Ir Sn,0
Co Pt Sb,0
Pt Sb V,0
Cr In Zr,0
Co In Y,0
Sn V Zr,0
Ca Li,1
Dy In Mg,1
Fe Nd Sb,0
Ag Al Li,0
Ag Al Sc,0
Ag Au Cd,0
Ag Au Zn,0
Ag Be,1
Ag Bi Eu,0
Ag Bi Li,0
Ag Ca Mg,1
Ag Cd Ce,0
Ag Ce Cu In,0
Ag Ce In,0
Ag Ce Pd,1
Ag Cu Pr,0
Ag Cu Tb,1
Hf Li Sb,0
In Ni Sb,0
Sb Tl,0
Pd Sb Sr,0
Al Pr U,1
Al Pr Zn,0
Al Sn Zr,0
Au Ba Bi,0
Au Bi Sr,0
Au Bi Yb,0
Au Cu In,0
Au Dy Ge,0
Au Fe Nd,0
Au Sb Sr,0
Ba Bi Cu,0
Ba Cd Pb,0
Ba Hg Sn,0
Ba Na,1
Ba Pb Zn,0
Bi Hf Li,0
Bi Li Ti,0
Bi Li Zr,0
Bi Mn Sr,0
Ca Hg Pb,0
Ca Hg Sn,0
Ca In Ni,0
Ca Pb Pd,0
Cd Ga Na,0
Cd Sn Sr,0
Cd Tl Yb,0
Ce Dy Fe,1
Ce Ge Y,0
Ce La Ni Pt,0
Ce Ni Pt Y,0
Ce Ni Ru,1
Ba Cd Sn,0
Sn Yb Zn,0
Ce Os Sb,0
Hf Ni Ti,0
Ga Na Ni,0
Ga U Zr,0
Al Ce Co La Mn Nd Ni Pr,1
Al Co La Lu Mn Nd Ni Pr,1
Al Co La Mn Nd Ni Pr Y,1
Al Co Gd La Mn Nd Ni Pr,1
Al Co La Mn Nd Ni Pr Tm,1
Co In Mn,0
Fe Ni Ta,1
Eu Ge Li Sr,0
Cu K Sn,0
Cu Na Sn,0
Nb Ni V,1
Nb Re Ta,0
Nb Sb Sn,0
Ho Ni Tb,1
Li Sb Ti,0
Mn Pt Rh Sb,0
Al Cu W,0
Al Dy Fe,1
Al Dy Ga,1
Al Dy Hf,1
Al Dy Zr,1
Al Er Ga,1
Al Er La,1
Al Er Y,1
Al Eu Y,1
Al Fe Pr,1
Al Fe Sm,1
Pt Sb Sr,0
Bi Mn Na,0
Ca Pt Sb,0
Au Cu Fe,0
Ce Cu Pd,1
Ce Sn Tl,1
Co Dy Fe Tb,1
Co Er Mn,1
Co Ga Lu,0
Co Ge Ni U,0
Co Ho Zr,1
Co La Nd,1
Co Nd Pr,1
Cr Mn Ni Sb,0
Cr Mn Ni V Zr,1
Cr Mn Ni Zr,1
Cu Ga Na,0
Cu Ga U,1
Cu Ho Ni,1
Dy Fe Pr Tb,1
Cu Ni Sn Zn,0
In Mg Y,1
Cu Lu Sb,0
Ge La Rh Sb,0
Al Ni Pd Tb,1
Li Sn Tb Zn,0
Cd Cu Yb,1
Nb Ti Zr,0
Nb V Zr,1
Nd Ni Zr,0
Nd Re,1
Nd Ru Sb,0
Pd W,0
Pt W,0
W Y,0
Co Mn Sn Ti,0
Bi Ca Nd,0
Bi Ca Ce,0
Bi Ca Sm,0
Bi Ca Dy,0
Bi Ca Ho,0
Bi Ca Tm,0
Bi Ca Lu,0
Bi Ca Tb,0
Bi Ca Y,0
Bi Ca Ho Sb,0
Cu Fe Ge,0
Co Cu Ge,0
Ga Na Sb,0
Mg Pm,0
Bi La Ti,0
Au Cu Gd,1
Be Pt Th,0
In Mn Y Zn,0
Ca Eu Ge Pb,0
Eu Ge Pb Sr,0
Ca Mn Sb Yb,0
Au Cs Ga,0
Ni Ru Sb,0
Fe Ni Sb Yb,0
Bi Sn Yb,0
Cd Co Gd,0
Cd Co La,0
La Rh Zn,0
Ce Pd Zn,1
Cd Cu Gd,0
Ag Ce Zn,0
Cd Ge Y,0
Cd Ge Pr,0
Cd Ge Nd,0
Cd Ge Sm,0
Cd Gd Ge,0
Cd Ge Tb,0
Cd Dy Ge,0
Cd Ge Ho,0
Cd Er Ge,0
Cd Ge Tm,0
Eu Ge Mg,0
In Pr Rh,0
La Pb Rh,0
Pr Rh Sb,0
Mg Nd Ru,0
Cr Dy Ga,0
Ba Hg Zn,0
Al Eu Na Sb,0
Eu Ga Na Sb,0
In Na Sb Sr,0
Al Na Sb Sr,0
Ni Sc Y,1
Ni Sm Tb,0
Ni Sm Y,0
Ni Ta Ti,1
Ni Ta V,1
Ni Ti Y,1
Ge Pd Sr,0
Pd Ru Zr,0
Be La,0
Be Sm,0
Ce Fe Nd,0
In Mn Sn Zr,1
Ge Y Zn,0
Al Ce La Mn Nd Ni Pr,1
Al Ga Na,0
Ga Ge Mn Y,1
Sn Tb Zn,0
Al Cu Fe U,0
Er Fe Mn Sn,1
Bi La Zr,0
Bi Hf La,0
Mn Ni Sm Sn,0
Mn Ni Pr Sn,0
La Mn Ni Sn,0
Fe Nd Pd,0
Ga Nd Rh,1
Ga Gd Rh,1
Cd Eu Mn Sb Sr,0
Pa Pt,1
Pa Sb,0
Pb Pd Rh,0
Pb Pt Tl,0
Pb Sm,0
Pb Tb,1
Pb Ti Zr,0
Pb Tl,0
Pb Yb Zn,0
Pd Pt U,1
Al La V,0
Al Lu V,0
Al V Y,0
Bi Co Cr Ti,0
Co Cr Sb Ti,0
Fe Mn Ni Sn,0
Ba Mg Pb,0
Ge Sb,0
Eu Pt Sb,0
Rh Sn Tb,0
Ca Cu Zn,0
Cu Hg Zr,0
Fe Sn Y,1
Fe Pb Pr,0
Fe Hf Zr,1
Fe Lu Mo,0
Fe Lu Re,0
Fe Pr Re,0
Fe Tb Y,1
Ga Li Ru,0
Ga Li Zn,1
Ga Mn Nd,1
Ga Mn Pr,1
Ga Na Zn,0
Ga Nb Ti,0
Ga Sn Zr,0
Gd Pd Pt,1
Gd Tm Zn,0
Hf Mn Zr,1
Hf Pd Sn,0
Hg In K,0
Hg Rh,0
Ho Pr,0
Al Np Pd,0
Co Hf Sm,1
Al Ce Mg,1
Ce In Mg Rh,0
In Mg Rh Y,0
Gd In Ir Mg,0
In Ir La Mg,0
Ce In Ir Mg,0
Au Ca Pt,0
Co Ru Sn Yb,0
Ge Mg Tb,0
Ge Mg Sm,0
Dy Ge Mg,0
Ge Ho Mg,0
Ge Mg Tm,0
Ge Lu Mg,0
Er Ge Mg,0
Ge Mg Y,0
Nd Sb Sm,0
Nd Tl Zn,0
Ni Re,0
Ag Cr Nb,1
Cd Cr Nb,1
Co Cr Nb,1
Cr Cu Nb,1
Cr Hf Nb,1
Cr Ir Nb,1
Cr Mn Nb,1
Cr Nb Os,1
Cr Nb Pd,1
Cr Nb Pt,1
Cr Nb Re,1
Cr Nb Rh,1
Cr Nb Ru,1
Cr Nb Sc,1
Cr Nb Ta,1
Cr Nb Tc,1
Cr Nb W,1
Cr Nb Y,1
Cr Nb Zn,1
Cd Sb Sn,0
Ag Al Eu,1
Ge Mn Sn Tm,1
Cs Cu Ge Na,0
Ag Ga Sm,0
Ag Er Ga,0
Ag Ga Lu,0
Fe Ni Sn,0
Fe In Mn,0
Ag Tl,0
Al La Ti,0
Al Pr Ti,0
Al Sm Ti,0
Al Ti Yb,0
Al Pr V,0
Al Sm V,0
Al Cr La,0
Al Cr Sm,0
Bi Ge Pr,0
Bi Gd Ge,0
Bi Dy Ge,0
Bi Ge Tm,0
Ba Ga K Sn,0
K Mg Na Tl,0
Bi Co,0
Cu Sb V,0
Au Cu Lu,1
Ag Ca La Sb Sr,0
Cu Sb Yb Zn,0
Pd Sc Zn,0
Cd Nd Pd,0
Ag Al Ca Ge,0
Mg Pt Y,0
Np Pt,1
Np Re,1
Np U,0
Os Tb,1
Os Tm,1
Os Yb,1
Bi Cr Zr,1
Co Fe Ge Ru,0
Co Fe Ru Sn,0
Co Fe Ge Nb Zr,0
Ce Ru Sb,0
Fe Hf Nb Sb,0
Fe Nb Sb Ti,0
Fe Nb Sb Zr,0
Ge K Pt,0
Na Pd Sn,1
In Ir Lu,0
Cu Na Sb,0
Au Cd In,1
Fe Mo Pr,0
Ba Co Fe Sb,0
Al Ni Ru U,0
Co Ge Yb,1
Rh Sb U,0
Mo Os W,0
Mg Sn Y,0
Mg Pr Sn,0
Mg Sn Tm,0
Al Ge Nd,0
Bi Eu Sn,0
Al Mg Nd Ni,1
Bi Nd Pt,0
La Mn Sb Zn,0
Ce Mn Sb,0
Ce Mn Sb Zn,0
Mn Pr Sb Zn,0
Pr Sb Zn,0
Al Er Pd,0
Ca Cd Zn,0
Ca Cd Hg,0
Ca Hg Zn,0
Cd Hg Sr,0
Cd Pb Sm,0
Pr Pt Sb,0
Pr Re,1
Pr Rh,1
Pr Ru Sb,0
Pr Tb,0
Pr Tl,1
Pt Sb U,0
Pt Sb Y,0
Pt Sn Tm,0
Pu Re,1
Re Sm,1
Re Tb,1
Re Tb Th,1
Re Th,1
Re Th U,1
Au Sb,0
Ir Os Ru,0
Ru Sb U,0
Bi K Na Sn,0
Ca Ga Ge,0
Cu Pd Pr,1
Cu Nd Pd,1
Cu Pd Sm,1
Cu Eu Pd,1
Cu Gd Pd,1
Ag Ge Tm,1
Eu Rh Zn,1
Ga Hg Mg,0
Au Ge Nd,0
Ge Mn Sn Tb,1
Ge Ho Mn Sn,1
Ge Lu Mn Sn,1
Ge La V,0
Ce Ge V,0
Ge Pr V,0
Ge Nd V,0
Ag Ge Sm,0
Gd Pd Y,0
Ba Ga Ge Sb,0
In K Sr,0
Cd Cs Tl,0
Cd Rb Tl,0
Al Re Yb,0
Al Cu Eu,0
Ag Al Ba Sr,0
Au K Na Tl,0
Au K Sn Tl,0
Cs Tl,1
Cs Rb Tl,0
Cs K Sn,0
In Na Rb,0
Cs Pd Tl,0
Au Ni Zn,0
Ge Nb Sn Zr,0
Bi Eu K Sn,0
Al Fe Ga,0
Al Eu Ti,0
Al Gd Ti,0
Cd Pd U,0
Al Cu Ge Tb,0
Au Cu Nd,1
Cd Pr Ru,0
Dy Mg Rh,0
Er Ir Mg,0
Gd Mg Rh,0
Mg Rh Y,0
In Ir Pr,0
Er In Ir,0
Re Th Y,1
Re Tm,1
Re Yb,1
Rh Sn Tm,0
Ru Tb,1
Ru Tm,1
Ru V Zr,1
Ru Yb,1
Rh Ti V,1
Nb Rh Ti,1
Rh Ta Ti,1
Fe Na,0
Bi Mg Sr,0
K Pd Tl,0
Bi Ga La,0
Pd Sr Tl,0
K Tl Zn,0
Sb Sn Sr,0
Hf Sb Ti,0
Dy Fe Ge Sn,1
Fe Ge Ho Sn,1
Er Fe Ge Sn,1
Al Fe La Ni,1
Al Cr La Ni,1
Al La Mn Ni,1
Eu La Pd,1
Gd Sn Ti,1
Al Pd Pu,0
Al Cu Ni Zr,0
Co Pr Sn,0
Mg Nd Y,0
Eu Mg Y,1
Mg Tb Y,1
Mg Sm Y,1
Gd Mg Y,1
Al Cr Ta,1
Al Ba K Sn,0
Cd Pr Pt,0
Cd Nd Pt,0
Cd Pt Sm,0
Ag Ce Cu,0
Al Ce Co Ge,0
Al Ce Ge Pd,0
Sb Sn Zn,0
Sb Th U,0
Sc Tc,1
Be Ge,0
Ge Zn,0
Cd Ge,0
Ge In,0
Bi Ge,0
Ge Hg,0
Ge Tl,0
Ca In Sb Zn,0
Mn Re Y,1
Er Mn Re,1
Mn Sb Yb Zn,0
Bi Mn Yb,0
Al Co Ni U,0
Fe Pd Sb,0
Bi Cu La,0
Al La Sn,1
Al Mg Ni Y,0
Cr Ga Sb,0
Al Cu Ir,0
Co Nd Ti,0
Co Ho Mn,1
Ba Sb Sn,0
Al La Mn Ni Pb,0
Ce Ge Os,0
Bi Gd Ir,0
Al Nd Ru,0
Pr Sn Y,1
Ge Sm Sn,0
Ca Hg Li,0
Cd Ce Pd,0
Cu Gd Mg,1
Al Rh Yb,0
Sm Tl Zn,0
Sn Ti Zr,0
Ta Zn,1
Tb Tc,1
Tc Th,1
Tc Tm,1
Tc Zr,1
Th Zr,0
In V,0
Ca Mn Sn,0
Mn Sn Sr,0
Bi Co Cr,0
Al Os Sm,0
Al La Ru,0
Al Pr Ru,0
Hf Tl,0
Hf Pb,0
Mg Mn Ni,0
Fe Pb Tm,0
Fe Lu Pb,0
Fe Gd Sb,0
Eu Ga Sb,0
Ga Nd Zn,0
Be Zn,0
Co Dy Fe Ga,1
La Mn Ni Y,1
Hf V Y,1
La Pb Zn,0
Cd Eu Ge,0
Al La Mn Sn,0
Al Fe La Ni Sn,0
Al La Mn Ni Sn,0
Bi Ca La Mn,0
Bi Ca Ce Mn,0
Bi Ca Mn Nd,0
Bi Ca Mn Pr,0
Bi Ca Mn Sm,0
Bi Ca Gd Mn,0
Bi Ca Mn Tb,0
Bi Ca Dy Mn,0
Bi Ca Ho Mn,0
Bi Ca Er Mn,0
Cs Ge Li Na,0
Al Hf Sb,0
Ag Pb Pd,0
Ba Li Pb,0
Eu Pb Pd,0
Co Mg Tm,0
Na Sb Sn,0
Au Ce Cu,0
Ce Mn Sn,0
Sn Zn Zr,0
Dy Fe Sm,1
Al Ti V Zr,0
Ga Ti V Zr,0
Bi Ho Rh,0
Ho Pd Sb,0
Ir Li Mg,0
Co Cr Sb,0
Bi Mn Sb Yb,0
Ni Sn Y Zr,0
Ce Sc,0
Mg Ru Tb,0
Gd Mg Ru,0
Cd Er Rh,0
Cd Dy Ir,0
Cd Ir Y,0
Ce Ga Mn,1
Ni Sm Zn,0
Gd Ni Zn,0
Dy Ni Zn,0
Er Ni Zn,0
Pd Sm Zn,0
Gd Pd Zn,0
Dy Pd Zn,0
Cd Cu Sm,0
Cd Cu Dy,0
Cd La Pd,0
Ag Pb,0
Au Ge La,0
Au Ge Pr,0
Au Ge Sm,0
Au Gd Ge,0
Au Ge Tb,0
Au Ge Y,0
Fe Ti Tm,0
Cu Ni Sb U,0
Pr Ru Sn,0
Ru Sm Sn,0
Ce Ni Pt Sn,0
Ni Sb Sn U,0
Fe Ni Sm,1
Al Fe Pr Sc,0
Al Fe Pr Y,0
Al Au U,0
Au Th U,0
Ir K,0
Al Rh Th U,0
Al Rh Th,0
Al Lu Rh U,0
Al K Sn,0
Al Rb Sn,0
Ba Ga Li,0
Al Cr Dy,0
Co Ni Sb Sn Ti,0
Co Fe Sb Sn Ti,0
Ca Fe Ge,0
Cr Ti V,0
Fe Mn Ti V,0
Au La Zn,0
Au Nd Zn,0
Au Sm Zn,0
Au Gd Zn,0
Au Dy Zn,0
Au Er Zn,0
Al Eu Zn,0
Au Cs Ge,0
Au Ge K,0
In Mg Sm,1
Ge Mg Pr,0
In Ir Zr,0
Os Sb Sr,0
Ba Fe Sb,0
Ba Os Sb,0
Ge Pt Yb,0
Sb U V,0
Cr Sb U,0
